chapter,page,line,cam_1882,cam_NYE,change_type,is_dialogue_tag,art_reference,art_topic
34,336,27,full advantage of the privilege,full advantage of the luxury,,,,
34,336,31,"Here Ralph stopped,",Here he stopped,,,,
34,336,33,a face full of a deep elation at his opposition having made her own conception of her conduct more clear to her.,a face of elationóabsolutely and perversely of gratitude. His opposition had made her own conception of her conduct clearer to her.,,,,
34,337,2,another mouthful of it,another mouthful,,,,
34,337,2,I said to you,I told you,,,,
35,338,2,that he was not thought well of at the Palazzo Crescentini,how little he was approved at Palazzo Crescentini,,,,
35,338,4,little impression upon her,no great impression upon her,,,,
35,338,14,upon Isabel's mind,on Isabel's spirit,,,,
35,338,24,to manifest her contempt,to display her contempt,,,,
35,338,31,she thought on the whole but little about it,she had now little free or unemployed emotion for minor needs,,,,
35,339,5,they made her feel that there was after all something very invidious in being in love; much as the sentiment was theoretically approved of,"they made her conscious, almost with awe, of the invidious and remorseless tide of the charmed and possessed condition, great as was the traditional honour and imputed virtue of being in love",,,,
35,339,5,the tragical side of happiness,the tragic part of happiness,,,,
35,339,8,"Gilbert Osmond was not demonstrative; the consciousness of success, which must now have flamed high within him, emitted very little smoke"," The elation of success, which surely now flamed high in Osmond, emitted meanwhile very little smoke",,,,
35,339,9,never took a vulgar form,took no vulgar form,,,,
35,339,12,the amorous character,the smitten and dedicated state,,,,
35,339,14,the appearance of devoted intention,the appearanceówhich presented indeed no difficultyóof stirred senses and deep intentions,,,,
35,339,20,upon a scintillating surface,"on a polished, elegant surface",,,,
35,339,21,Osmond disliked to see,Osmond hated to see,,,,
35,339,22,to be brightened in the reproduction,"to be freshened in the reproduction even as ""words"" by music",,,,TRUE
35,339,24,"His egotism, if egotism it was, had never taken the crude form of wishing for a dull wife",His egotism had never taken the crude form of desiring a dull wife,,,,
35,339,27,so that conversation might become a sort of perpetual dessert,so that talk might become for him a sort of served dessert,,,,
35,339,28,the silvery quality in perfection,the silver quality in this perfection,,,,
35,339,31,the union found little favour among the girl's relations,their union enjoyed little favour with the girl's relations,,,,
35,340,3,"""You have not told me that they are pleased","""You've not told me they're pleased",,,,
35,340,5,I should have learnt it,I should have had some sign of it,,,,
35,340,6,their want of delight,their reserve,,,,
35,340,9,your thinking it's all right,for your not having the shadow of a doubt,,,,
35,340,9,"I don't care what others think. I have never cared much,","I don't care what people of whom I ask nothing thinkóI'm not even capable perhaps of wanting to know. I've never so concerned myself, God forgive me,",,,,
35,340,11,I won't pretend that I am sorry,I won't pretend I'm sorry,,,,
35,340,13,Money is a great advantage.,"Money's a horrid thing to follow, but a charming thing to meet.",,,,
35,340,14,I have sufficiently proved that I can get on without it;,I've sufficiently proved the limits of my itch for it:,,,,
35,340,15,than most people,than most of the people one sees grubbing and grabbing,,,,
35,340,16,your own family,your family,,,,
35,340,18,my business is not to bother,my business is not to make myself bad blood,,,,
35,340,20,"wiser, and easier, and brighter",wiser and easier andóI won't pretend to denyóbrighter and nicer and even stronger,,,,
35,340,21,to be angry that I didn't have them,to be angry I didn't have them,,,,
35,340,23,that I had limited,I had limited,,,,
35,340,29,I see that it's a delightful story,I see it's a delightful story,,,,
35,340,33,Upon my word,Upon my honour,,,,
35,340,36,several excellent beliefs,several capital convictions,,,,
35,341,2,"we are not heavy, we are not under bonds to any dull limitations. You are very fresh, and I am well-seasoned. We have got my poor child to amuse us","we're not mean, we're not under bonds to any kind of ignorance or dreariness. You're remarkably fresh, and I'm remarkably well-seasoned. We've my poor child to amuse us",,,,
35,341,9,a future of beautiful hours,a future at a high level of consciousness of the beautiful,,,,
35,341,10,in her mind,in her soul,,,,
35,341,12,some private duty which gathered one's energies,some private duty that might gather one's energies,,,,
35,341,12,"She told Ralph that she had ""seen life""ù","She had told Ralph she had ""seen life""ù",,,,
35,341,13,"not of life, but of observation","not of the act of living, but of that of observing",,,,
35,341,18,"a more primitive sentimentóa sentiment which answered all questions, satisfied all needs, solved all difficulties","a more primitive needóa need the answer to which brushed away numberless questions, yet gratified infinite desires",,,,
35,341,18,It simplified the future,It simplified the situation,,,,
35,341,21,she was able to be of use to him,she should be able to be of use to him,,,,
35,341,22,"She could marry him with a kind of pride; she was not only taking, but giving.","She could surrender to him with a kind of humility, she could marry him with a kind of pride; she was not only taking, she was giving.",,,,
35,341,27,he sat down a while,he sat down a little,,,,
35,341,29,She amused herself with walking off,She found pleasure in walking off,,,,
35,341,35,"Isabel gave her approbation in abundance, and it was of that demonstrated personal kind which the child's affectionate nature craved. She watched her development with a kind of amused suspense; Pansy had already become a little daughter. She was treated so completely as a child that Osmond had not yet explained to her","Isabel approved in abundance, and the abundance had the personal touch that the child's affectionate nature craved. She watched her indications as if for herself also much depended on themóPansy already so represented part of the service she could render, part of the responsibility she could face. Her father took so the childish view of her that he had not yet explained to her",,,,
35,342,1,she doesn't suspect,she doesn't guess,,,,
35,342,8,an element in the refinement of his character,"one of his fine, quiet, sincere notes",,,,
35,342,9,It seems to me you will not know,It occurs to me that you'll not know,,,,
35,342,16,Osmond's aesthetic relish of Pansy's innocenceóher own appreciation of it being more moral,"Osmond's artistic, the plastic view, as it somehow appeared, of Pansy's innocenceóher own appreciation of it being more anxiously moral",,,,TRUE
35,342,18,he had broken the news,he had communicated the fact,,,,
35,342,19,"who made such a pretty little speech. ""Oh, then I shall have a sister!""ù","who had made such a pretty little speechó""I shall have a beautiful sister!""ù",,,,
35,342,30,our young lady,our young woman,,,,
35,342,31,Pansy came in,Pansy arrived,,,,
35,342,33,"Pansy was spending the day with her aunt, who thought she was of an age when she should begin to learn","Pansy was spending the day with that lady, who thought her of an age to begin to learn",,,,
35,342,35,the elder lady,her relative,,,,
35,343,6,said the good woman's pupil,said this excellent woman's pupil,,,,
35,343,12,She is always moving,"She's always in motion, in agitation",,,,
35,343,19,a great good fortune,a good fortune,,,,
35,343,24,You don't look at all like the word; it is somehow so ugly.,DELETION,deletion,,,
35,343,25,I think you will never be cruel. I am not afraid.,I don't think you'll ever so much as pinch or even push me. I'm not afraid at all.,,,,
35,343,26,"""I shall be very kind to you.""ù","""I shall be ever so kind to you."" A vague, inconsequent vision of her coming in some odd way to need it had intervened with the effect of a chill.",,,,
